Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type
8,Balance as a Percent,35,39,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,S
9,Number of Loans for State,40,45,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,S
10,Number of Loans as a Percent,46,50,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,S
11,Total Loans,51,56,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,S
12,Original Balance for State,57,69,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,S
13,As-Of Date (CCYYMM),70,75,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,S
1,CUSIP Number,1,9,Character,9,X(9),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
2,Pool Number,10,15,Character,6,X(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
4,Pool Type,17,18,Character,2,X(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
5,Record Type (V = Various Data),19,19,Character,1,X,monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
6,FHA Pool UPB,20,32,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
7,FHA UPB as a Percent of total pool,33,37,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
8,FHA Number of Loans,38,43,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
9,FHA Number of Loans as a Percent of total loans,44,48,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
10,FHA Original Pool Balance,49,61,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
11,VA Pool UPB,62,74,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
12,VA UPB as a Percent of total pool,75,79,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
13,VA Number of Loans,80,85,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
14,VA Number of Loans as a Percent of total loans,86,90,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
15,VA Original Pool Balance,91,103,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
16,RD Pool UPB,104,116,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
17,RD UPB as a Percent of total pool,117,121,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
18,RD Number of Loans,122,127,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
19,RD Number of Loans as a Percent of total loans,128,132,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
20,RD Original Pool Balance,133,145,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
21,PIH Pool UPB,146,158,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
22,PIH UPB as a Percent of total pool,159,163,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
23,PIH Number of Loans,164,169,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
24,PIH Number of Loans as a Percent of total loans,170,174,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
25,PIH Original Pool Balance,175,187,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
26,Number of loans Paid Off,188,193,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
27,Unpaid Principal Balance of Loans Paid Off,194,206,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
28,Percent of UPB of Loans Paid Off,207,211,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
29,Number of Repurchased Delinquent Loans,212,217,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
30,UPB of Repurchased Delinquent Loans,218,230,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
31,Percent of UPB of Repurchased Delinquent Loans,231,235,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
32,Number of loans Foreclosed with claim payment,236,241,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
33,UPB of loans Foreclosed with claim payment,242,254,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
34,Percentage of UPB of loans Foreclosed with claim payment,255,259,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
35,Number of Repurchased Loss Mitigation Loans,260,265,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
36,UPB of Repurchased Loss Mitigation Loans,266,278,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
37,Percent of UPB of Repurchased Loss Mitigation Loans,279,283,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
38,Number of Repurchased Substitution Loans,284,289,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
39,UPB of Repurchased Substitution Loans,290,302,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
40,Percent of UPB of Repurchased Substitution Loans,303,307,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
41,Number of Other Removal Repurchased Loans,308,313,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
42,UPB of Other Removal Repurchased Loans,314,326,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
43,Percent of UPB of Other Removal Repurchased Loans,327,331,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
44,Number of FHA Buydown loans,332,337,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
45,UPB of FHA Buydown Loans,338,350,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
46,Percentage of UPB of FHA Buydown Loans,351,355,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
47,Number of VA Buydown loans,356,361,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
48,UPB of VA Buydown Loans,362,374,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
49,Percentage of UPB of VA Buydown Loans,375,379,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
50,Reserved (Filler),380,385,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
51,Reserved (Filler),386,398,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
52,Reserved (Filler),399,403,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
53,Reserved (Filler),404,409,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
54,Reserved (Filler),410,422,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
55,Reserved (Filler),423,427,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
56,Reserved (Filler),428,433,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
57,Reserved (Filler),434,446,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
58,Reserved (Filler),447,451,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
59,Reserved (Filler),452,457,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
60,Reserved (Filler),458,470,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
61,Reserved (Filler),471,475,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
62,Number of Loans 30 days delinquent,476,481,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
63,UPB of Loans 30 days delinquent,482,494,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
64,Percentage of UPB of Loans 30 days delinquent,495,499,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
65,Number of Loans 60 days delinquent,500,505,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
66,UPB of Loans 60 days delinquent,506,518,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
67,Percentage of UPB of Loans 60 days delinquent,519,523,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
68,Number of Loans 90+ days delinquent,524,529,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
69,UPB of Loans 90+ days delinquent,530,542,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
70,Percentage of UPB of Loans 90+ days delinquent,543,547,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
71,FHA Number of Loans 30 days delinquent,548,553,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
72,FHA UPB of Loans 30 days delinquent,554,566,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
73,FHA Percentage of UPB of Loans 30 days delinquent,567,571,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
74,FHA Number of Loans 60 days delinquent,572,577,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
75,FHA UPB of Loans 60 days delinquent,578,590,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
76,FHA Percentage of UPB of Loans 60 days delinquent,591,595,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
77,FHA Number of Loans 90+ days delinquent,596,601,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
78,FHA UPB of Loans 90+ days delinquent,602,614,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
79,FHA Percentage of UPB of Loans 90+ days delinquent,615,619,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
80,VA Number of Loans 30 days delinquent,620,625,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
81,VA UPB of Loans 30 days delinquent,626,638,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
82,VA Percentage of UPB of Loans 30 days delinquent,639,643,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
83,VA Number of Loans 60 days delinquent,644,649,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
84,VA UPB of Loans 60 days delinquent,650,662,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
85,VA Percentage of UPB of Loans 60 days delinquent,663,667,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
86,VA Number of Loans 90+ days delinquent,668,673,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
87,VA UPB of Loans 90+ days delinquent,674,686,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
88,VA Percentage of UPB of Loans 90+ days delinquent,687,691,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
89,RD Number of Loans 30 days delinquent,692,697,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
90,RD UPB of Loans 30 days delinquent,698,710,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
91,RD Percentage of UPB of Loans 30 days delinquent,711,715,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
92,RD Number of Loans 60 days delinquent,716,721,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
93,RD UPB of Loans 60 days delinquent,722,734,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
94,RD Percentage of UPB of Loans 60 days delinquent,735,739,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
95,RD Number of Loans 90+ days delinquent,740,745,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
96,RD UPB of Loans 90+ days delinquent,746,758,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
97,RD Percentage of UPB of Loans 90+ days delinquent,759,763,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
98,PIH Number of Loans 30 days delinquent,764,769,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
99,PIH UPB of Loans 30 days delinquent,770,782,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
100,PIH Percentage of UPB of Loans 30 days delinquent,783,787,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
101,PIH Number of Loans 60 days delinquent,788,793,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
102,PIH UPB of Loans 60 days delinquent,794,806,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
103,PIH Percentage of UPB of Loans 60 days delinquent,807,811,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
104,PIH Number of Loans 90+ days delinquent,812,817,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
105,PIH UPB of Loans 90+ days delinquent,818,830,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
106,PIH Percentage of UPB of Loans 90+ days delinquent,831,835,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
107,Reserved (Filler),836,841,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
108,Reserved (Filler),842,854,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
109,Reserved (Filler),855,859,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
110,Reserved (Filler),860,865,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
111,Reserved (Filler),866,878,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
112,Reserved (Filler),879,883,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
113,As-Of Date (CCYYMM),884,889,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,V
1,CUSIP,1,9,Character,9,X(9),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
2,Pool Number,10,15,Character,6,X(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
4,Pool Type,17,18,Character,2,X(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
5,Record Type U,19,19,Character,1,X,monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
6,Issuer,20,23,Numeric,4,9(4),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
7,Weighted Average Credit Score,24,26,Numeric,3,9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
8,Maximum Credit Score (Q4),27,29,Numeric,3,9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
9,75th Percentile Credit Score (Q3),30,32,Numeric,3,9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
10,Median Credit Score (Q2),33,35,Numeric,3,9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
11,25th Percentile Credit Score (Q1),36,38,Numeric,3,9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
12,Minimum Credit Score (Q0),39,41,Numeric,3,9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
13,Credit Score Not Available Number of Loans,42,47,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
14,Credit Score Not Available UPB,48,60,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
15,Credit Score Not Available % of Total UPB,61,65,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
16,Weighted Average Debt Income Ratio,66,69,Numeric,4,9(1)v9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
17,Maximum Debt Income Ratio (Q4),70,73,Numeric,4,9(1)v9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
18,75th Percentile Debt Income Ratio (Q3),74,77,Numeric,4,9(1)v9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
19,Median Debt Income Ratio (Q2),78,81,Numeric,4,9(1)v9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
20,25th Percentile Debt Income Ratio (Q1),82,85,Numeric,4,9(1)v9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
21,Minimum Debt Income Ratio (Q0),86,89,Numeric,4,9(1)v9(3),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
22,"Debt Income Ratio Not Available Number of
Loans",90,95,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
23,Debt Income Ratio Not Available UPB,96,108,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
24,Debt Income Ratio Not Available % of Total UPB,109,113,Numeric,5,9(3)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
25,Down Payment Assistance Number of Loans,114,119,Numeric,6,9(6),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
26,Down Payment Assistance UPB of Loans,120,132,Numeric,13,9(11)v9(2),monthly_MBS (PORTFOLIO) Layout V1.3 (Jul 2013 - Mar 2015).pdf,2013-07-01,2015-03-01,
