Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type
4,Pool Type,17,18,Character,2,X(2),monthly_layout_v22.pdf,,,
5,Record Type U,19,19,Character,1,X,monthly_layout_v22.pdf,,,
6,Issuer,20,23,Numeric,4,9(4),monthly_layout_v22.pdf,,,
7,Weighted Average Credit Score,24,26,Numeric,3,9(3),monthly_layout_v22.pdf,,,
8,Maximum Credit Score (Q4),27,29,Numeric,3,9(3),monthly_layout_v22.pdf,,,
9,75th Percentile Credit Score (Q3),30,32,Numeric,3,9(3),monthly_layout_v22.pdf,,,
10,Median Credit Score (Q2),33,35,Numeric,3,9(3),monthly_layout_v22.pdf,,,
11,25th Percentile Credit Score (Q1),36,38,Numeric,3,9(3),monthly_layout_v22.pdf,,,
12,Minimum Credit Score (Q0),39,41,Numeric,3,9(3),monthly_layout_v22.pdf,,,
13,Credit Score Not Available Number of Loans,42,47,Numeric,6,9(6),monthly_layout_v22.pdf,,,
14,Credit Score Not Available UPB,48,60,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
15,Credit Score Not Available % of Total UPB,61,65,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
16,Weighted Average Debt Income Ratio,66,69,Numeric,4,9(1)v9(3),monthly_layout_v22.pdf,,,
17,Maximum Debt Income Ratio (Q4),70,73,Numeric,4,9(1)v9(3),monthly_layout_v22.pdf,,,
18,75th Percentile Debt Income Ratio (Q3),74,77,Numeric,4,9(1)v9(3),monthly_layout_v22.pdf,,,
19,Median Debt Income Ratio (Q2),78,81,Numeric,4,9(1)v9(3),monthly_layout_v22.pdf,,,
20,25th Percentile Debt Income Ratio (Q1),82,85,Numeric,4,9(1)v9(3),monthly_layout_v22.pdf,,,
21,Minimum Debt Income Ratio (Q0),86,89,Numeric,4,9(1)v9(3),monthly_layout_v22.pdf,,,
22,"Debt Income Ratio Not Available Number of
Loans",90,95,Numeric,6,9(6),monthly_layout_v22.pdf,,,
23,Debt Income Ratio Not Available UPB,96,108,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
24,Debt Income Ratio Not Available % of Total UPB,109,113,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
25,Down Payment Assistance Number of Loans,114,119,Numeric,6,9(6),monthly_layout_v22.pdf,,,
26,Down Payment Assistance UPB of Loans,120,132,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
27,Down Payment Assistance % of Total UPB,133,137,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
28,Without Payment Assistance Number of Loans,138,143,Numeric,6,9(6),monthly_layout_v22.pdf,,,
29,Without Payment Assistance UPB of Loans,144,156,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
30,Without Payment Assistance % of Total UPB,157,161,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
31,FHA Purchase Number of Loans,162,167,Numeric,6,9(6),monthly_layout_v22.pdf,,,
32,FHA Purchase UPB,168,180,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
33,FHA Purchase % of Total UPB,181,185,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
34,FHA Refinance Number of Loans,186,191,Numeric,6,9(6),monthly_layout_v22.pdf,,,
35,FHA Refinance UPB,192,204,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
36,FHA Refinance % of Total UPB,205,209,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
37,FHA HAMP Modified Number of Loans,210,215,Numeric,6,9(6),monthly_layout_v22.pdf,,,
38,FHA HAMP Modified UPB,216,228,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
39,FHA HAMP Modified % of Total UPB,229,233,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
40,FHA Non-HAMP Modified Number of Loans,234,239,Numeric,6,9(6),monthly_layout_v22.pdf,,,
41,FHA Non-HAMP Modified UPB,240,252,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
42,FHA Non-HAMP Modified % of Total UPB,253,257,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
43,FHA Purpose Not Available Number of Loans,258,263,Numeric,6,9(6),monthly_layout_v22.pdf,,,
44,FHA Purpose Not Available UPB,264,276,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
45,FHA Purpose Not Available % of Total UPB,277,281,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
46,VA Purchase Number of Loans,282,287,Numeric,6,9(6),monthly_layout_v22.pdf,,,
47,VA Purchase UPB,288,300,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
48,VA Purchase % of Total UPB,301,305,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
49,VA Refinance Number of Loans,306,311,Numeric,6,9(6),monthly_layout_v22.pdf,,,
50,VA Refinance UPB,312,324,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
51,VA Refinance % of Total UPB,325,329,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
52,VA HAMP Modified Number of Loans,330,335,Numeric,6,9(6),monthly_layout_v22.pdf,,,
53,VA HAMP Modified UPB,336,348,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
54,VA HAMP Modified % of Total UPB,349,353,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
55,VA Non-HAMP Modified Number of Loans,354,359,Numeric,6,9(6),monthly_layout_v22.pdf,,,
56,VA Non-HAMP Modified UPB,360,372,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
57,VA Non-HAMP Modified % of Total UPB,373,377,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
58,VA Purpose Not Available Number of Loans,378,383,Numeric,6,9(6),monthly_layout_v22.pdf,,,
59,VA Purpose Not Available UPB,384,396,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
60,VA Purpose Not Available % of Total UPB,397,401,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
61,PIH Purchase Number of Loans,402,407,Numeric,6,9(6),monthly_layout_v22.pdf,,,
62,PIH Purchase UPB,408,420,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
63,PIH Purchase % of Total UPB,421,425,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
64,PIH Refinance Number of Loans,426,431,Numeric,6,9(6),monthly_layout_v22.pdf,,,
65,PIH Refinance UPB,432,444,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
66,PIH Refinance % of Total UPB,445,449,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
67,PIH HAMP Modified Number of Loans,450,455,Numeric,6,9(6),monthly_layout_v22.pdf,,,
68,PIH HAMP Modified UPB,456,468,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
69,PIH HAMP Modified % of Total UPB,469,473,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
70,PIH Non-HAMP Modified Number of Loans,474,479,Numeric,6,9(6),monthly_layout_v22.pdf,,,
71,PIH Non-HAMP Modified UPB,480,492,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
72,PIH Non-HAMP Modified % of Total UPB,493,497,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
73,PIH Purpose Not Available Number of Loans,498,503,Numeric,6,9(6),monthly_layout_v22.pdf,,,
74,PIH Purpose Not Available UPB,504,516,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
75,PIH Purpose Not Available % of Total UPB,517,521,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
76,RD Purchase Number of Loans,522,527,Numeric,6,9(6),monthly_layout_v22.pdf,,,
77,RD Purchase UPB,528,540,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
78,RD Purchase % of Total UPB,541,545,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
79,RD Refinance Number of Loans,546,551,Numeric,6,9(6),monthly_layout_v22.pdf,,,
80,RD Refinance UPB,552,564,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
81,RD Refinance % of Total UPB,565,569,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
82,RD HAMP Modified Number of Loans,570,575,Numeric,6,9(6),monthly_layout_v22.pdf,,,
83,RD HAMP Modified UPB,576,588,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
84,RD HAMP Modified % of Total UPB,589,593,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
85,RD Non-HAMP Modified Number of Loans,594,599,Numeric,6,9(6),monthly_layout_v22.pdf,,,
86,RD Non-HAMP Modified UPB,600,612,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
87,RD Non-HAMP Modified % of Total UPB,613,617,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
88,RD Purpose Not Available Number of Loans,618,623,Numeric,6,9(6),monthly_layout_v22.pdf,,,
89,RD Purpose Not Available UPB,624,636,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
90,RD Purpose Not Available % of Total UPB,637,641,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
91,Non Streamlined Refi Number of Loans,642,647,Numeric,6,9(6),monthly_layout_v22.pdf,,,
92,Non Streamlined Refi Purchase UPB,648,660,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
93,Non Streamlined Refi Purchase % of Total UPB,661,665,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
94,Cash Out Refi Number of Loans,666,671,Numeric,6,9(6),monthly_layout_v22.pdf,,,
95,Cash Out Refi UPB,672,684,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
96,Cash Out Refi % of Total UPB,685,689,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
97,Streamlined Refi Number of Loans,690,695,Numeric,6,9(6),monthly_layout_v22.pdf,,,
98,Streamlined Refi UPB,696,708,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
99,Streamlined Refi % of Total UPB,709,713,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
100,FHA Short Refinance Number of Loans,714,719,Numeric,6,9(6),monthly_layout_v22.pdf,,,
101,FHA Short Refinance UPB,720,732,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
102,FHA Short Refinance % of Total UPB,733,737,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
103,Refinance Type Not Available Number of Loans,738,743,Numeric,6,9(6),monthly_layout_v22.pdf,,,
104,Refinance Type Not Available UPB,744,756,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
105,Refinance Type Not Available % of Total UPB,757,761,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
106,As-Of Date (CCYYMM),762,767,Numeric,6,9(6),monthly_layout_v22.pdf,,,
1,CUSIP,1,9,Character,9,X(9),monthly_layout_v22.pdf,,,
2,Pool Number,10,15,Character,6,X(6),monthly_layout_v22.pdf,,,
3,Pool Indicator (M),16,16,Character,1,X,monthly_layout_v22.pdf,,,
4,Pool Type,17,18,Character,2,X(2),monthly_layout_v22.pdf,,,
5,Record Type R,19,19,Character,1,X,monthly_layout_v22.pdf,,,
6,Issuer,20,23,Numeric,4,9(4),monthly_layout_v22.pdf,,,
7,Mortgagor Payoff Number of Loans,24,29,Numeric,6,9(6),monthly_layout_v22.pdf,,,
8,Mortgagor Payoff UPB of Loans,30,42,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
9,Mortgagor Payoff % UPB,43,47,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
10,Repurchase Delinquent Loan Number of Loans,48,53,Numeric,6,9(6),monthly_layout_v22.pdf,,,
11,Repurchase Delinquent Loan UPPB of Loans,54,66,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
12,Repurchase Delinquent Loan % UPB,67,71,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
13,Foreclosure with Claim Payment Number of Loans,72,77,Numeric,6,9(6),monthly_layout_v22.pdf,,,
14,Foreclosure with Claim Payment UPB of Loans,78,90,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
15,Foreclosure with Claim Payment % UPB,91,95,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
16,Repurchase Loss Mitigation Number of Loans,96,101,Numeric,6,9(6),monthly_layout_v22.pdf,,,
17,Repurchase Loss Mitigation UPB of Loans,102,114,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
18,Repurchase Loss Mitigation % UPB,115,119,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
19,Substitution Number of Loans,120,125,Numeric,6,9(6),monthly_layout_v22.pdf,,,
20,Substitution UPB of Loans,126,138,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
21,Substitution Number of % UPB,139,143,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
22,Other Removal Number of Loans,144,149,Numeric,6,9(6),monthly_layout_v22.pdf,,,
23,Other Removal UPB of Loans,150,162,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
24,Other Removal Number of % UPB,163,167,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
25,As-Of Date (CCYYMM),168,173,Numeric,6,9(6),monthly_layout_v22.pdf,,,
1,CUSIP,1,9,Character,9,X(9),monthly_layout_v22.pdf,,,
2,Pool Number,10,15,Character,6,X(6),monthly_layout_v22.pdf,,,
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,monthly_layout_v22.pdf,,,
4,Pool Type,17,18,Character,2,X(2),monthly_layout_v22.pdf,,,
5,Record Type M,19,19,Character,1,X,monthly_layout_v22.pdf,,,
6,Issuer,20,23,Numeric,4,9(4),monthly_layout_v22.pdf,,,
7,Highest MSA,24,28,Numeric,5,9(5),monthly_layout_v22.pdf,,,
8,Highest MSA Number of Loans,29,34,Numeric,6,9(6),monthly_layout_v22.pdf,,,
9,Highest MSA UPB of Loans,35,47,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
10,Highest MSA % of Total UPB,48,52,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
11,2nd Highest MSA,53,57,Numeric,5,9(5),monthly_layout_v22.pdf,,,
12,2nd Highest MSA Number of Loans,58,63,Numeric,6,9(6),monthly_layout_v22.pdf,,,
13,2nd Highest MSA UPB of Loans,64,76,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
14,2nd Highest MSA % of Total UPB,77,81,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
15,3rd Highest MSA,82,86,Numeric,5,9(5),monthly_layout_v22.pdf,,,
16,3rd Highest MSA Number of Loans,87,92,Numeric,6,9(6),monthly_layout_v22.pdf,,,
17,3rd Highest MSA UPB of Loans,93,105,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
18,3rd Highest MSA % of Total UPB,106,110,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
19,4th Highest MSA,111,115,Numeric,5,9(5),monthly_layout_v22.pdf,,,
20,4th Highest MSA Number of Loans,116,121,Numeric,6,9(6),monthly_layout_v22.pdf,,,
21,4th Highest MSA UPB of Loans,122,134,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
22,4th Highest MSA % of Total UPB,135,139,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
23,5th Highest MSA,140,144,Numeric,5,9(5),monthly_layout_v22.pdf,,,
24,5th Highest MSA Number of Loans,145,150,Numeric,6,9(6),monthly_layout_v22.pdf,,,
25,5th Highest MSA UPB of Loans,151,163,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
26,5th Highest MSA % of Total UPB,164,168,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
27,6th Highest MSA,169,173,Numeric,5,9(5),monthly_layout_v22.pdf,,,
28,6th Highest MSA Number of Loans,174,179,Numeric,6,9(6),monthly_layout_v22.pdf,,,
29,6th Highest MSA UPB of Loans,180,192,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
30,6th Highest MSA % of Total UPB,193,197,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
31,7th Highest MSA,198,202,Numeric,5,9(5),monthly_layout_v22.pdf,,,
32,7th Highest MSA Number of Loans,203,208,Numeric,6,9(6),monthly_layout_v22.pdf,,,
33,7th Highest MSA UPB of Loans,209,221,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
34,7th Highest MSA % of Total UPB,222,226,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
35,8th Highest MSA,227,231,Numeric,5,9(5),monthly_layout_v22.pdf,,,
36,8th Highest MSA Number of Loans,232,237,Numeric,6,9(6),monthly_layout_v22.pdf,,,
37,8th Highest MSA UPB of Loans,238,250,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
38,8th Highest MSA % of Total UPB,251,255,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
39,9th Highest MSA,256,260,Numeric,5,9(5),monthly_layout_v22.pdf,,,
40,9th Highest MSA Number of Loans,261,266,Numeric,6,9(6),monthly_layout_v22.pdf,,,
41,9th Highest MSA UPB of Loans,267,279,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
42,9th Highest MSA % of Total UPB,280,284,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
43,10th Highest MSA,285,289,Numeric,5,9(5),monthly_layout_v22.pdf,,,
44,10th Highest MSA Number of Loans,290,295,Numeric,6,9(6),monthly_layout_v22.pdf,,,
45,10th Highest MSA UPB of Loans,296,308,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
46,10th Highest MSA % of Total UPB,309,313,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
47,MSA Not Available Number of Loans,314,319,Numeric,6,9(6),monthly_layout_v22.pdf,,,
48,MSA Not Available UPB of Loans,320,332,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
49,MSA Not Available % of Total UPB,333,337,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
50,As-Of Date (CCYYMM),338,343,Numeric,6,9(6),monthly_layout_v22.pdf,,,
1,CUSIP,1,9,Character,9,X(9),monthly_layout_v22.pdf,,,
2,Pool Number,10,15,Character,6,X(6),monthly_layout_v22.pdf,,,
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,monthly_layout_v22.pdf,,,
4,Pool Type,17,18,Character,2,X(2),monthly_layout_v22.pdf,,,
5,Record Type P,19,19,Character,1,X,monthly_layout_v22.pdf,,,
6,Issuer,20,23,Numeric,4,9(4),monthly_layout_v22.pdf,,,
7,Weighted Average LAD *,24,26,Numeric,3,9(3),monthly_layout_v22.pdf,,,
8,Maximum LAD (Q4),27,29,Numeric,3,9(3),monthly_layout_v22.pdf,,,
9,75th Percentile LAD (Q3),30,32,Numeric,3,9(3),monthly_layout_v22.pdf,,,
10,Median LAD (Q2),33,35,Numeric,3,9(3),monthly_layout_v22.pdf,,,
11,25th Percentile LAD (Q1),36,38,Numeric,3,9(3),monthly_layout_v22.pdf,,,
12,Minimum LAD (Q0),39,41,Numeric,3,9(3),monthly_layout_v22.pdf,,,
13,"Unpaid Principal Balance for Pre-Modified
First Payment Date Loans",42,54,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
14,"Percent of Pool UPB for Pre-Modified First
Payment Date Loans",55,59,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
15,"Number of Pre-Modified First Payment Date
Loans",60,65,Numeric,6,9(6),monthly_layout_v22.pdf,,,
16,"Percent of Pool Loans that are Pre-Modified
First Payment Date Loans",66,70,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
17,"Pre-Modified Average Original Loan Size
(AOLS) **",71,80,Numeric,10,9(8)v9(2),monthly_layout_v22.pdf,,,
18,Maximum Pre-Modified OLS (Q4),81,90,Numeric,10,9(8)v9(2),monthly_layout_v22.pdf,,,
19,75th Percentile Pre-Modified OLS (Q3),91,100,Numeric,10,9(8)v9(2),monthly_layout_v22.pdf,,,
20,Median Pre-Modified OLS (Q2),101,110,Numeric,10,9(8)v9(2),monthly_layout_v22.pdf,,,
21,25th Percentile Pre-Modified OLS (Q1),111,120,Numeric,10,9(8)v9(2),monthly_layout_v22.pdf,,,
22,Minimum Pre-Modified OLS (Q0),121,130,Numeric,10,9(8)v9(2),monthly_layout_v22.pdf,,,
23,"Unpaid Principal Balance for Loans with Pre-
Modified OPB",131,143,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
24,"Percent of Pool UPB for Loans with Pre-
Modified OPB",144,148,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
25,Number of Loans with Pre-Modified OPB,149,154,Numeric,6,9(6),monthly_layout_v22.pdf,,,
26,"Percent of Pool Loans that Have Pre-Modified
OPB",155,159,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
27,As-Of Date (CCYYMM),160,165,Numeric,6,9(6),monthly_layout_v22.pdf,,,
1,CUSIP Number,1,9,Character,9,X(9),monthly_layout_v22.pdf,,,L
2,Pool Number,10,15,Character,6,X(6),monthly_layout_v22.pdf,,,L
3,Pool Indicator (M),16,16,Character,1,X,monthly_layout_v22.pdf,,,L
4,Pool Type,17,18,Character,2,X(2),monthly_layout_v22.pdf,,,L
5,Record Type (L = Issuer Delinquencies),19,19,Character,1,X,monthly_layout_v22.pdf,,,L
6,Issuer,20,23,Numeric,4,9(4),monthly_layout_v22.pdf,,,L
7,Number of Loans 30 days delinquent,24,29,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
8,UPB of Loans 30 days delinquent,30,42,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
9,Percentage of UPB of Loans 30 days delinquent,43,47,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
10,Number of Loans 60 days delinquent,48,53,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
11,UPB of Loans 60 days delinquent,54,66,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
12,Percentage of UPB of Loans 60 days delinquent,67,71,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
13,Number of Loans 90+ days delinquent,72,77,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
14,UPB of Loans 90+ days delinquent,78,90,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
15,Percentage of UPB of Loans 90+ days delinquent,91,95,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
16,FHA Number of Loans 30 days delinquent,96,101,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
17,FHA UPB of Loans 30 days delinquent,102,114,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
18,FHA Percentage of UPB of Loans 30 days delinquent,115,119,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
19,FHA Number of Loans 60 days delinquent,120,125,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
20,FHA UPB of Loans 60 days delinquent,126,138,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
21,FHA Percentage of UPB of Loans 60 days delinquent,139,143,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
22,FHA Number of Loans 90+ days delinquent,144,149,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
23,FHA UPB of Loans 90+ days delinquent,150,162,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
24,FHA Percentage of UPB of Loans 90+ days delinquent,163,167,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
25,VA Number of Loans 30 days delinquent,168,173,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
26,VA UPB of Loans 30 days delinquent,174,186,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
27,VA Percentage of UPB of Loans 30 days delinquent,187,191,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
28,VA Number of Loans 60 days delinquent,192,197,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
29,VA UPB of Loans 60 days delinquent,198,210,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
30,VA Percentage of UPB of Loans 60 days delinquent,211,215,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
31,VA Number of Loans 90+ days delinquent,216,221,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
32,VA UPB of Loans 90+ days delinquent,222,234,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
33,VA Percentage of UPB of Loans 90+ days delinquent,235,239,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
34,RD Number of Loans 30 days delinquent,240,245,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
35,RD UPB of Loans 30 days delinquent,246,258,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
36,RD Percentage of UPB of Loans 30 days delinquent,259,263,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
37,RD Number of Loans 60 days delinquent,264,269,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
38,RD UPB of Loans 60 days delinquent,270,282,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
39,RD Percentage of UPB of Loans 60 days delinquent,283,287,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
40,RD Number of Loans 90+ days delinquent,288,293,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
41,RD UPB of Loans 90+ days delinquent,294,306,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
42,RD Percentage of UPB of Loans 90+ days delinquent,307,311,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
43,PIH Number of Loans 30 days delinquent,312,317,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
44,PIH UPB of Loans 30 days delinquent,318,330,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
45,PIH Percentage of UPB of Loans 30 days delinquent,331,335,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
46,PIH Number of Loans 60 days delinquent,336,341,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
47,PIH UPB of Loans 60 days delinquent,342,354,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
48,PIH Percentage of UPB of Loans 60 days delinquent,355,359,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
49,PIH Number of Loans 90+ days delinquent,360,365,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
50,PIH UPB of Loans 90+ days delinquent,366,378,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,L
51,PIH Percentage of UPB of Loans 90+ days delinquent,379,383,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,L
52,As-Of Date (CCYYMM),384,389,Numeric,6,9(6),monthly_layout_v22.pdf,,,L
1,CUSIP,1,9,Character,9,X(9),monthly_layout_v22.pdf,,,
2,Pool Number,10,15,Character,6,X(6),monthly_layout_v22.pdf,,,
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,monthly_layout_v22.pdf,,,
4,Pool Type,17,18,Character,2,X(2),monthly_layout_v22.pdf,,,
5,Record Type F,19,19,Character,1,X,monthly_layout_v22.pdf,,,
6,Issuer,20,23,Numeric,4,9(4),monthly_layout_v22.pdf,,,
7,MIP 100 Number of Loans,24,29,Numeric,6,9(6),monthly_layout_v22.pdf,,,
8,MIP 100 UPB of Loans,30,42,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
9,MIP 100 % of Pool UPB,43,47,Numeric,5,9(3)v9(2),monthly_layout_v22.pdf,,,
10,MIP 125 Number of Loans,48,53,Numeric,6,9(6),monthly_layout_v22.pdf,,,
11,MIP 125 UPB of Loans,54,66,Numeric,13,9(11)v9(2),monthly_layout_v22.pdf,,,
