Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
06,"Low and Moderate Borrower
Income",Character,1,,,"Values are:
Y = Borrower Income is Less than 80% of the FFIEC Median
Family Income (MFI)
N = Borrower Income is Greater than or Equal to 80% of the
FFIEC Median Family Income (MFI)
9 = Not available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Low and Moderate Borrower Income value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Low and Moderate Borrower Income value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
09,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Low and Moderate Borrower Income value,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (Low and Moderate Borrower
Income) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11
01,Record Type = 12,Character,2,,,Not Available Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12
06,Not Available,Numeric,2,,,"Values are:
1 = Expected Average Mortgage Interest Rate
2 = Servicing Fee Set Aside
3 = Original Funding Age
4 = Property Valuation Amount
5 = Original Term of Payments
6 = Property Charges Set Aside Amount
7 = Property Repair Set Aside Amount
8 = Original Available Line of Credit Amount
9 = Original Draw Amount
10 = Mortgage Margin
11 = Lifetime Floor Rate
12 = Remaining Available Line of Credit
13 = Monthly Scheduled Payment Amount
14 = Remaining Term of Payments
15 = Credit Line Set Aside Amount",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12
01,Record Type = 13,Character,2,,,"Joint-Single Loan Indicator / Youngest Borrower or Co-
borrower Gender Stratification",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
06,Joint/Single Loan Indicator,Numeric,1,,,"Joint/Single Loan Indicator. Values are:
1 = Single
2 = Joint",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
07,"Youngest Borrower/Co-borrower
Gender",Character,1,,,"Gender of the youngest borrower/co-borrower. Values are:
F = Female
M = Male
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
08,Number of Participations,Numeric,5,,,"The number of participations associated with a loan in the
pool that has the Joint-Single Loan Indicator value/Gender
value combination.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
09,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Joint-Single Loan Indicator value/Gender value combination.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
10,"UPB of Participations as % of Pool
UPB",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Gender
value combination, expressed as a percentage of the Pool’s
UPB. This UPB percentage is calculated by dividing the total
participation UPB of the given combination (Joint-Single
Loan Indicator value/Gender value) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
11,"UPB of Participations as % of
Principal Limit of HECM Loans",Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Gender
value combination, expressed as a percentage of the total",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13
01,Record Type = TS,Character,2,,,File Trailer Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS
03,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS
04,Detail Record Count,Numeric,12,,,"Control total of the total number of HMBS Pool
Supplemental records in the file. This count will not
include HS or TS records.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS
